"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1104498","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104500","1 - Not at all","2 - Sometimes"
"GEN24_1104508","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104512","4 - Very","1 - Never"
"GEN24_1104513","4 - Very","2 - Sometimes"
"GEN24_1104514","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104518","1 - Not at all","1 - Never"
"GEN24_1104519","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104521","1 - Not at all","1 - Never"
"GEN24_1104524","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104541","1 - Not at all","1 - Never"
"GEN24_1104545","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104555","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104560","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104575","1 - Not at all","1 - Never"
"GEN24_1104583","1 - Not at all","2 - Sometimes"
"GEN24_1104600","1 - Not at all","1 - Never"
"GEN24_1104613","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104616","1 - Not at all","3 - Most of the time"
"GEN24_1104623","1 - Not at all","1 - Never"
"GEN24_1104633","1 - Not at all","1 - Never"
"GEN24_1104640","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104646","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104664","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104665","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104671","2 - Not very","1 - Never"
"GEN24_1104695","1 - Not at all","1 - Never"
"GEN24_1104696","1 - Not at all","1 - Never"
"GEN24_1104704","1 - Not at all","1 - Never"
"GEN24_1104708","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104735","1 - Not at all","1 - Never"
"GEN24_1104737","1 - Not at all","2 - Sometimes"
"GEN24_1104763","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104775","1 - Not at all","Not sure"
"GEN24_1104799","1 - Not at all","1 - Never"
"GEN24_1104805","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104806","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104824","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104825","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104848","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1104852","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104853","1 - Not at all","1 - Never"
"GEN24_1104857","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1104863","3 - Fairly","3 - Most of the time"
"GEN24_1104866","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104871","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104874","1 - Not at all","1 - Never"
"GEN24_1104888","1 - Not at all","1 - Never"
"GEN24_1104890","2 - Not very","3 - Most of the time"
"GEN24_1104900","1 - Not at all","1 - Never"
"GEN24_1104905","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104906","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104926","1 - Not at all","3 - Most of the time"
"GEN24_1104927","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104928","1 - Not at all","1 - Never"
"GEN24_1104945","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104958","2 - Not very","4 - Always"
"GEN24_1104962","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1104967","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1104969","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105025","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105032","1 - Not at all","Not sure"
"GEN24_1105033","1 - Not at all","1 - Never"
"GEN24_1105045","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105048","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105049","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105050","1 - Not at all","1 - Never"
"GEN24_1105058","1 - Not at all","2 - Sometimes"
"GEN24_1105075","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1105077","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105083","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105092","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105095","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105106","1 - Not at all","1 - Never"
"GEN24_1105107","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105110","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105111","1 - Not at all","1 - Never"
"GEN24_1105114","2 - Not very","1 - Never"
"GEN24_1105117","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105129","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105154","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105156","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105157","2 - Not very","1 - Never"
"GEN24_1105171","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105178","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105189","1 - Not at all","1 - Never"
"GEN24_1105193","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105196","1 - Not at all","1 - Never"
"GEN24_1105201","1 - Not at all","4 - Always"
"GEN24_1105204","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1105211","1 - Not at all","1 - Never"
"GEN24_1105231","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105237","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1105247","1 - Not at all","3 - Most of the time"
"GEN24_1105256","3 - Fairly","Not sure"
"GEN24_1105257","1 - Not at all","Not sure"
"GEN24_1105264","1 - Not at all","2 - Sometimes"
"GEN24_1105279","1 - Not at all","1 - Never"
"GEN24_1105280","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105290","1 - Not at all","3 - Most of the time"
"GEN24_1105296","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105311","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105312","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105322","1 - Not at all","Not sure"
"GEN24_1105326","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105332","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105344","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105346","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105352","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105366","1 - Not at all","1 - Never"
"GEN24_1105370","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105383","1 - Not at all","1 - Never"
"GEN24_1105397","1 - Not at all","1 - Never"
"GEN24_1105413","1 - Not at all","1 - Never"
"GEN24_1105415","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105426","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105442","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105443","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105453","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105459","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1105464","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105465","1 - Not at all","1 - Never"
"GEN24_1105470","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105471","2 - Not very","1 - Never"
"GEN24_1105476","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105477","1 - Not at all","1 - Never"
"GEN24_1105480","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105481","1 - Not at all","1 - Never"
"GEN24_1105492","1 - Not at all","1 - Never"
"GEN24_1105498","Don't know","Not sure"
"GEN24_1105510","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105512","1 - Not at all","Not sure"
"GEN24_1105515","1 - Not at all","1 - Never"
"GEN24_1105521","1 - Not at all","1 - Never"
"GEN24_1105546","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105564","Don't know","2 - Sometimes"
"GEN24_1105572","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105587","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105588","4 - Very","1 - Never"
"GEN24_1105589","1 - Not at all","1 - Never"
"GEN24_1105606","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1105611","1 - Not at all","1 - Never"
"GEN24_1105624","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105633","1 - Not at all","1 - Never"
"GEN24_1105642","1 - Not at all","1 - Never"
"GEN24_1105656","1 - Not at all","1 - Never"
"GEN24_1105659","1 - Not at all","1 - Never"
"GEN24_1105679","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105682","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105683","1 - Not at all","1 - Never"
"GEN24_1105685","1 - Not at all","1 - Never"
"GEN24_1105691","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105696","1 - Not at all","1 - Never"
"GEN24_1105701","1 - Not at all","1 - Never"
"GEN24_1105707","1 - Not at all","1 - Never"
"GEN24_1105710","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105716","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105731","1 - Not at all","1 - Never"
"GEN24_1105732","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105734","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105764","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105784","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105800","1 - Not at all","1 - Never"
"GEN24_1105805","1 - Not at all","Not sure"
"GEN24_1105810","3 - Fairly","3 - Most of the time"
"GEN24_1105811","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105822","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105825","1 - Not at all","1 - Never"
"GEN24_1105826","1 - Not at all","1 - Never"
"GEN24_1105828","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105834","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105846","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105851","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1105854","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105855","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105859","1 - Not at all","4 - Always"
"GEN24_1105863","1 - Not at all","1 - Never"
"GEN24_1105865","1 - Not at all","1 - Never"
"GEN24_1105868","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105875","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105918","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105922","1 - Not at all","1 - Never"
"GEN24_1105930","1 - Not at all","4 - Always"
"GEN24_1105931","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1105933","1 - Not at all","4 - Always"
"GEN24_1105935","1 - Not at all","1 - Never"
"GEN24_1105959","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1105978","1 - Not at all","1 - Never"
"GEN24_1105994","1 - Not at all","Not sure"
"GEN24_1106004","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106007","3 - Fairly","2 - Sometimes"
"GEN24_1106024","1 - Not at all","1 - Never"
"GEN24_1106051","1 - Not at all","1 - Never"
"GEN24_1106052","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106056","1 - Not at all","1 - Never"
"GEN24_1106061","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106073","1 - Not at all","1 - Never"
"GEN24_1106091","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106096","1 - Not at all","Not sure"
"GEN24_1106107","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106128","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106131","1 - Not at all","1 - Never"
"GEN24_1106134","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106165","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106166","1 - Not at all","4 - Always"
"GEN24_1106174","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106175","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106182","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106184","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106213","1 - Not at all","1 - Never"
"GEN24_1106214","1 - Not at all","1 - Never"
"GEN24_1106226","1 - Not at all","2 - Sometimes"
"GEN24_1106230","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106244","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106260","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106271","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106275","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106281","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106285","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106293","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106294","1 - Not at all","1 - Never"
"GEN24_1106296","1 - Not at all","3 - Most of the time"
"GEN24_1106338","2 - Not very","3 - Most of the time"
"GEN24_1106339","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106341","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106344","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106354","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106358","1 - Not at all","1 - Never"
"GEN24_1106367","1 - Not at all","1 - Never"
"GEN24_1106377","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106386","2 - Not very","1 - Never"
"GEN24_1106415","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106418","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106423","1 - Not at all","4 - Always"
"GEN24_1106432","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106446","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106448","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106451","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106460","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106464","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106465","1 - Not at all","1 - Never"
"GEN24_1106467","1 - Not at all","1 - Never"
"GEN24_1106469","1 - Not at all","1 - Never"
"GEN24_1106473","2 - Not very","1 - Never"
"GEN24_1106474","1 - Not at all","1 - Never"
"GEN24_1106485","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106489","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106490","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106492","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1106497","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1106498","1 - Not at all","1 - Never"
"GEN24_1106506","1 - Not at all","1 - Never"
"GEN24_1106526","3 - Fairly","3 - Most of the time"
"GEN24_1106533","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106534","1 - Not at all","4 - Always"
"GEN24_1106535","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106537","1 - Not at all","1 - Never"
"GEN24_1106538","1 - Not at all","1 - Never"
"GEN24_1106543","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106545","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106548","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106550","1 - Not at all","1 - Never"
"GEN24_1106579","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106583","1 - Not at all","1 - Never"
"GEN24_1106584","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106588","1 - Not at all","1 - Never"
"GEN24_1106589","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106593","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106598","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106604","1 - Not at all","1 - Never"
"GEN24_1106610","1 - Not at all","1 - Never"
"GEN24_1106620","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106621","2 - Not very","Not sure"
"GEN24_1106622","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106623","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106627","1 - Not at all","Not sure"
"GEN24_1106629","2 - Not very","1 - Never"
"GEN24_1106630","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106641","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106642","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106654","1 - Not at all","Not sure"
"GEN24_1106663","1 - Not at all","2 - Sometimes"
"GEN24_1106668","Don't know","1 - Never"
"GEN24_1106669","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106671","2 - Not very","2 - Sometimes"
"GEN24_1106675","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1106680","1 - Not at all","1 - Never"
"GEN24_1106681","1 - Not at all","Not sure"
"GEN24_1106685","1 - Not at all","1 - Never"
"GEN24_1106691","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106692","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106701","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106708","3 - Fairly","3 - Most of the time"
"GEN24_1106724","1 - Not at all","1 - Never"
"GEN24_1106728","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106736","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106743","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106757","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106758","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106759","Don't know","Not sure"
"GEN24_1106780","1 - Not at all","1 - Never"
"GEN24_1106782","1 - Not at all","2 - Sometimes"
"GEN24_1106788","1 - Not at all","1 - Never"
"GEN24_1106795","1 - Not at all","1 - Never"
"GEN24_1106808","1 - Not at all","Not sure"
"GEN24_1106815","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106824","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106833","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106841","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106842","1 - Not at all","Not sure"
"GEN24_1106843","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106850","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106882","1 - Not at all","2 - Sometimes"
"GEN24_1106885","1 - Not at all","3 - Most of the time"
"GEN24_1106890","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106909","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106920","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106924","1 - Not at all","1 - Never"
"GEN24_1106926","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106942","1 - Not at all","1 - Never"
"GEN24_1106943","1 - Not at all","3 - Most of the time"
"GEN24_1106944","1 - Not at all","1 - Never"
"GEN24_1106946","1 - Not at all","1 - Never"
"GEN24_1106951","1 - Not at all","1 - Never"
"GEN24_1106956","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1106957","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1106965","1 - Not at all","1 - Never"
"GEN24_1106990","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107006","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107011","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1107018","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1107023","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107028","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1107031","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107033","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1107034","2 - Not very","1 - Never"
"GEN24_1107035","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1107037","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107065","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107066","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107079","4 - Very","1 - Never"
"GEN24_1107081","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107086","1 - Not at all","1 - Never"
"GEN24_1107090","1 - Not at all","1 - Never"
"GEN24_1107100","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107108","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107110","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107117","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107119","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107121","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107122","1 - Not at all","1 - Never"
"GEN24_1107123","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107128","1 - Not at all","1 - Never"
"GEN24_1107131","1 - Not at all","1 - Never"
"GEN24_1107133","1 - Not at all","1 - Never"
"GEN24_1107137","1 - Not at all","1 - Never"
"GEN24_1107138","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107160","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107163","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107172","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107174","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107180","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107184","Don't know","Not sure"
"GEN24_1107189","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1107206","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1107208","1 - Not at all","1 - Never"
"GEN24_1107213","1 - Not at all","2 - Sometimes"
"GEN24_1107227","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1107228","1 - Not at all","Haven't heard of COVIDCLEAN"
