"response_id","drive_yourself","driving_information"
"GEN24_1090701","No",NA
"GEN24_1090703","Yes","I did not receive any information"
"GEN24_1090714","Yes","Before arriving in New Zealand"
"GEN24_1090720","Yes","While in New Zealand"
"GEN24_1090722","No",NA
"GEN24_1090742","Yes","I did not receive any information"
"GEN24_1090749","No",NA
"GEN24_1090755","Yes","I did not receive any information"
"GEN24_1090760","Yes","I did not receive any information"
"GEN24_1090763","Yes","I did not receive any information"
"GEN24_1090765","No",NA
"GEN24_1090773","No",NA
"GEN24_1090779","Yes","Before arriving in New Zealand"
"GEN24_1090791","No",NA
"GEN24_1090795","No",NA
"GEN24_1090801","Yes","Before arriving in New Zealand"
"GEN24_1090809","Yes","While in New Zealand"
"GEN24_1090812","No",NA
"GEN24_1090818","Yes","While in New Zealand"
"GEN24_1090833","Yes","I did not receive any information"
"GEN24_1090866","Yes","Before arriving in New Zealand"
"GEN24_1090866","Yes","While in New Zealand"
"GEN24_1090893","Yes","I did not receive any information"
"GEN24_1090896","No",NA
"GEN24_1090897","Yes","I did not receive any information"
"GEN24_1090902","No",NA
"GEN24_1090930","No",NA
"GEN24_1090936","Yes","Before arriving in New Zealand"
"GEN24_1090939","Yes","I did not receive any information"
"GEN24_1090940","No",NA
"GEN24_1090941","Yes","While in New Zealand"
"GEN24_1090948","Yes","Before arriving in New Zealand"
"GEN24_1090950","Yes","While in New Zealand"
"GEN24_1090953","Yes","While in New Zealand"
"GEN24_1090955","No",NA
"GEN24_1090957","No",NA
"GEN24_1090958","No",NA
"GEN24_1090970","Yes","While in New Zealand"
"GEN24_1090977","No",NA
"GEN24_1090979","No",NA
"GEN24_1090987","Yes","I did not receive any information"
"GEN24_1091006","No",NA
"GEN24_1091008","Yes","I did not receive any information"
"GEN24_1091009","No",NA
"GEN24_1091022","Yes","I did not receive any information"
"GEN24_1091026","Yes","I did not receive any information"
"GEN24_1091028","No",NA
"GEN24_1091029","No",NA
"GEN24_1091043","Yes","Before arriving in New Zealand"
"GEN24_1091046","Yes","Before arriving in New Zealand"
"GEN24_1091046","Yes","While in New Zealand"
"GEN24_1091048","No",NA
"GEN24_1091050","Yes","I did not receive any information"
"GEN24_1091082","Yes","I did not receive any information"
"GEN24_1091085","No",NA
"GEN24_1091089","Yes","Before arriving in New Zealand"
"GEN24_1091126","Yes","I did not receive any information"
"GEN24_1091130","Yes","While in New Zealand"
"GEN24_1091132","Yes","While in New Zealand"
"GEN24_1091133","Yes","Before arriving in New Zealand"
"GEN24_1091136","Yes","Before arriving in New Zealand"
"GEN24_1091136","Yes","While in New Zealand"
"GEN24_1091138","Yes","Before arriving in New Zealand"
"GEN24_1091140","Yes","Before arriving in New Zealand"
"GEN24_1091151","Yes","I did not receive any information"
"GEN24_1091160","Yes","Before arriving in New Zealand"
"GEN24_1091163","No",NA
"GEN24_1091164","No",NA
"GEN24_1091175","Yes","I did not receive any information"
"GEN24_1091176","Yes","I did not receive any information"
"GEN24_1091183","No",NA
"GEN24_1091190","Yes","I did not receive any information"
"GEN24_1091198","No",NA
"GEN24_1091201","Yes","Before arriving in New Zealand"
"GEN24_1091201","Yes","While in New Zealand"
"GEN24_1091208","Yes","Before arriving in New Zealand"
"GEN24_1091212","Yes","Before arriving in New Zealand"
"GEN24_1091214","Yes","Before arriving in New Zealand"
"GEN24_1091217","No",NA
"GEN24_1091224","Yes","Before arriving in New Zealand"
"GEN24_1091227","No",NA
"GEN24_1091228","Yes","While in New Zealand"
"GEN24_1091235","Yes","Before arriving in New Zealand"
"GEN24_1091242","Yes","I did not receive any information"
"GEN24_1091255","No",NA
"GEN24_1091259","Yes","While in New Zealand"
"GEN24_1091294","No",NA
"GEN24_1091301","Yes","I did not receive any information"
"GEN24_1091304","No",NA
"GEN24_1091324","No",NA
"GEN24_1091337","Yes","Before arriving in New Zealand"
"GEN24_1091343","No",NA
"GEN24_1091346","Yes","I did not receive any information"
"GEN24_1091355","Yes","Before arriving in New Zealand"
"GEN24_1091363","No",NA
"GEN24_1091365","Yes","Before arriving in New Zealand"
"GEN24_1091372","No",NA
"GEN24_1091374","Yes","Before arriving in New Zealand"
"GEN24_1091381","No",NA
"GEN24_1091388","No",NA
"GEN24_1091396","Yes","While in New Zealand"
"GEN24_1091398","Yes","Before arriving in New Zealand"
"GEN24_1091398","Yes","While in New Zealand"
"GEN24_1091402","Yes","I did not receive any information"
"GEN24_1091424","No",NA
"GEN24_1091425","Yes","While in New Zealand"
"GEN24_1091442","Yes","Before arriving in New Zealand"
"GEN24_1091443","Yes","I did not receive any information"
"GEN24_1091444","Yes","Before arriving in New Zealand"
"GEN24_1091444","Yes","While in New Zealand"
"GEN24_1091458","Yes","Before arriving in New Zealand"
"GEN24_1091463","Yes","Before arriving in New Zealand"
"GEN24_1091466","No",NA
"GEN24_1091476","Yes","I did not receive any information"
"GEN24_1091478","No",NA
"GEN24_1091480","Yes","I did not receive any information"
"GEN24_1091547","No",NA
"GEN24_1091555","No",NA
"GEN24_1091568","No",NA
"GEN24_1091569","No",NA
"GEN24_1091574","No",NA
"GEN24_1091575","Yes","I did not receive any information"
"GEN24_1091577","Yes","While in New Zealand"
"GEN24_1091582","Yes","I did not receive any information"
"GEN24_1091606","Yes","I did not receive any information"
"GEN24_1091609","No",NA
"GEN24_1091624","No",NA
"GEN24_1091625","Yes","I did not receive any information"
"GEN24_1091627","No",NA
"GEN24_1091643","Yes","I did not receive any information"
"GEN24_1091650","No",NA
"GEN24_1091656","No",NA
"GEN24_1091664","Yes","Before arriving in New Zealand"
"GEN24_1091664","Yes","While in New Zealand"
"GEN24_1091665","Yes","While in New Zealand"
"GEN24_1091670","No",NA
"GEN24_1091686","Yes","Before arriving in New Zealand"
"GEN24_1091690","Yes","Before arriving in New Zealand"
"GEN24_1091690","Yes","While in New Zealand"
"GEN24_1091719","Yes","Before arriving in New Zealand"
"GEN24_1091731","Yes","I did not receive any information"
"GEN24_1091732","No",NA
"GEN24_1091733","No",NA
"GEN24_1091738","Yes","While in New Zealand"
"GEN24_1091751","Yes","Before arriving in New Zealand"
"GEN24_1091756","Yes","I did not receive any information"
"GEN24_1091768","Yes","While in New Zealand"
"GEN24_1091782","Yes","While in New Zealand"
"GEN24_1091783","Yes","Before arriving in New Zealand"
"GEN24_1091796","Yes","Before arriving in New Zealand"
"GEN24_1091797","Yes","While in New Zealand"
"GEN24_1091798","No",NA
"GEN24_1091816","Yes","I did not receive any information"
"GEN24_1091819","No",NA
"GEN24_1091821","No",NA
"GEN24_1091831","Yes","Before arriving in New Zealand"
"GEN24_1091844","Yes","Before arriving in New Zealand"
"GEN24_1091844","Yes","While in New Zealand"
"GEN24_1091845","Yes","Before arriving in New Zealand"
"GEN24_1091845","Yes","While in New Zealand"
"GEN24_1091849","Yes","Before arriving in New Zealand"
"GEN24_1091855","Yes","Before arriving in New Zealand"
"GEN24_1091882","No",NA
"GEN24_1091898","Yes","Before arriving in New Zealand"
"GEN24_1091901","Yes","Before arriving in New Zealand"
"GEN24_1091905","Yes","I did not receive any information"
"GEN24_1091917","No",NA
"GEN24_1091923","Yes","Before arriving in New Zealand"
"GEN24_1091928","Yes","Before arriving in New Zealand"
"GEN24_1091933","Yes","While in New Zealand"
"GEN24_1091944","No",NA
"GEN24_1091954","Yes","Before arriving in New Zealand"
"GEN24_1091978","No",NA
"GEN24_1091979","Yes","Before arriving in New Zealand"
"GEN24_1091982","No",NA
"GEN24_1091989","Yes","Before arriving in New Zealand"
"GEN24_1091991","Yes","While in New Zealand"
"GEN24_1092010","Yes","I did not receive any information"
"GEN24_1092013","Yes","I did not receive any information"
"GEN24_1092015","Yes","I did not receive any information"
"GEN24_1092022","Yes","I did not receive any information"
"GEN24_1092023","Yes","I did not receive any information"
"GEN24_1092033","Yes","I did not receive any information"
"GEN24_1092056","Yes","While in New Zealand"
"GEN24_1092104","No",NA
"GEN24_1092108","No",NA
"GEN24_1092113","Yes","I did not receive any information"
"GEN24_1092118","Yes","Before arriving in New Zealand"
"GEN24_1092124","Yes","I did not receive any information"
"GEN24_1092134","Yes","I did not receive any information"
"GEN24_1092137","Yes","Before arriving in New Zealand"
"GEN24_1092140","Yes","Before arriving in New Zealand"
"GEN24_1092140","Yes","While in New Zealand"
"GEN24_1092148","Yes","Before arriving in New Zealand"
"GEN24_1092148","Yes","While in New Zealand"
"GEN24_1092157","No",NA
"GEN24_1092158","Yes","Before arriving in New Zealand"
"GEN24_1092161","Yes","I did not receive any information"
"GEN24_1092169","Yes","I did not receive any information"
"GEN24_1092177","Yes","Before arriving in New Zealand"
"GEN24_1092184","No",NA
"GEN24_1092192","No",NA
"GEN24_1092195","Yes","While in New Zealand"
"GEN24_1092210","No",NA
"GEN24_1092213","Yes","While in New Zealand"
"GEN24_1092224","Yes","Before arriving in New Zealand"
"GEN24_1092228","No",NA
"GEN24_1092245","Yes","I did not receive any information"
"GEN24_1092259","Yes","While in New Zealand"
"GEN24_1092261","Yes","I did not receive any information"
"GEN24_1092264","Yes","Before arriving in New Zealand"
"GEN24_1092274","Yes","While in New Zealand"
"GEN24_1092275","Yes","Before arriving in New Zealand"
"GEN24_1092286","No",NA
"GEN24_1092299","Yes","I did not receive any information"
"GEN24_1092300","No",NA
"GEN24_1092307","Yes","While in New Zealand"
"GEN24_1092330","Yes","I did not receive any information"
"GEN24_1092331","Yes","I did not receive any information"
"GEN24_1092333","Yes","Before arriving in New Zealand"
"GEN24_1092333","Yes","While in New Zealand"
"GEN24_1092337","No",NA
"GEN24_1092352","No",NA
"GEN24_1092353","No",NA
"GEN24_1092354","Yes","I did not receive any information"
"GEN24_1092357","Yes","While in New Zealand"
"GEN24_1092367","Yes","While in New Zealand"
"GEN24_1092370","Yes","I did not receive any information"
"GEN24_1092377","Yes","While in New Zealand"
"GEN24_1092436","Yes","I did not receive any information"
"GEN24_1092441","No",NA
"GEN24_1092454","Yes","I did not receive any information"
"GEN24_1092456","No",NA
"GEN24_1092472","Yes","I did not receive any information"
"GEN24_1092473","Yes","While in New Zealand"
"GEN24_1092476","No",NA
"GEN24_1092496","No",NA
"GEN24_1092498","Yes","I did not receive any information"
"GEN24_1092504","No",NA
"GEN24_1092511","No",NA
"GEN24_1092512","Yes","Before arriving in New Zealand"
"GEN24_1092516","No",NA
"GEN24_1092527","Yes","Before arriving in New Zealand"
"GEN24_1092528","Yes","While in New Zealand"
"GEN24_1092535","Yes","Before arriving in New Zealand"
"GEN24_1092543","Yes","Before arriving in New Zealand"
"GEN24_1092556","Yes","I did not receive any information"
"GEN24_1092560","Yes","Before arriving in New Zealand"
"GEN24_1092565","Yes","Before arriving in New Zealand"
"GEN24_1092572","Yes","Before arriving in New Zealand"
"GEN24_1092576","Yes","Before arriving in New Zealand"
"GEN24_1092576","Yes","While in New Zealand"
"GEN24_1092577","Yes","I did not receive any information"
"GEN24_1092590","No",NA
"GEN24_1092596","Yes","Before arriving in New Zealand"
"GEN24_1092609","No",NA
"GEN24_1092638","Yes","Before arriving in New Zealand"
"GEN24_1092639","Yes","While in New Zealand"
"GEN24_1092640","Yes","I did not receive any information"
"GEN24_1092653","Yes","I did not receive any information"
"GEN24_1092665","Yes","While in New Zealand"
"GEN24_1092672","Yes","While in New Zealand"
"GEN24_1092678","Yes","I did not receive any information"
"GEN24_1092688","Yes","I did not receive any information"
"GEN24_1092690","Yes","I did not receive any information"
"GEN24_1092697","Yes","I did not receive any information"
"GEN24_1092703","No",NA
"GEN24_1092709","No",NA
"GEN24_1092712","Yes","I did not receive any information"
"GEN24_1092723","Yes","Before arriving in New Zealand"
"GEN24_1092727","No",NA
"GEN24_1092728","Yes","While in New Zealand"
"GEN24_1092732","No",NA
"GEN24_1092735","Yes","I did not receive any information"
"GEN24_1092739","No",NA
"GEN24_1092742","Yes","Before arriving in New Zealand"
"GEN24_1092745","Yes","Before arriving in New Zealand"
"GEN24_1092745","Yes","While in New Zealand"
"GEN24_1092746","Yes","While in New Zealand"
"GEN24_1092751","Yes","Before arriving in New Zealand"
"GEN24_1092751","Yes","While in New Zealand"
"GEN24_1092761","No",NA
"GEN24_1092765","Yes","Before arriving in New Zealand"
"GEN24_1092787","Yes","Before arriving in New Zealand"
"GEN24_1092797","Yes","Before arriving in New Zealand"
"GEN24_1092798","Yes","Before arriving in New Zealand"
"GEN24_1092798","Yes","While in New Zealand"
"GEN24_1092806","Yes","While in New Zealand"
"GEN24_1092811","Yes","Before arriving in New Zealand"
"GEN24_1092812","Yes","While in New Zealand"
"GEN24_1092815","Yes","Before arriving in New Zealand"
"GEN24_1092816","Yes","I did not receive any information"
"GEN24_1092829","Yes","While in New Zealand"
"GEN24_1092832","Yes","I did not receive any information"
"GEN24_1092840","No",NA
"GEN24_1092848","Yes","Before arriving in New Zealand"
"GEN24_1092851","No",NA
"GEN24_1092875","No",NA
"GEN24_1092885","No",NA
"GEN24_1092891","No",NA
"GEN24_1092893","Yes","Before arriving in New Zealand"
"GEN24_1092896","No",NA
"GEN24_1092902","No",NA
"GEN24_1092912","Yes","While in New Zealand"
"GEN24_1092945","No",NA
"GEN24_1092951","Yes","While in New Zealand"
"GEN24_1092952","No",NA
"GEN24_1092953","No",NA
"GEN24_1092957","No",NA
"GEN24_1092959","Yes","Before arriving in New Zealand"
"GEN24_1092984","Yes","I did not receive any information"
"GEN24_1092991","No",NA
"GEN24_1092994","Yes","While in New Zealand"
"GEN24_1093020","Yes","While in New Zealand"
"GEN24_1093023","Yes","I did not receive any information"
"GEN24_1093028","Yes","I did not receive any information"
"GEN24_1093031","Yes","I did not receive any information"
"GEN24_1093049","Yes","I did not receive any information"
"GEN24_1093055","No",NA
"GEN24_1093067","Yes","Before arriving in New Zealand"
"GEN24_1093067","Yes","While in New Zealand"
"GEN24_1093068","Yes","Before arriving in New Zealand"
"GEN24_1093070","No",NA
"GEN24_1093089","No",NA
"GEN24_1093116","Yes","While in New Zealand"
"GEN24_1093117","Yes","Before arriving in New Zealand"
"GEN24_1093135","Yes","While in New Zealand"
"GEN24_1093140","Yes","Before arriving in New Zealand"
"GEN24_1093171","No",NA
"GEN24_1093188","Yes","Before arriving in New Zealand"
"GEN24_1093191","No",NA
"GEN24_1093199","Yes","I did not receive any information"
"GEN24_1093201","No",NA
"GEN24_1093205","Yes","Before arriving in New Zealand"
"GEN24_1093210","Yes","Before arriving in New Zealand"
"GEN24_1093219","Yes","Before arriving in New Zealand"
"GEN24_1093219","Yes","While in New Zealand"
"GEN24_1093232","Yes","I did not receive any information"
"GEN24_1093238","Yes","I did not receive any information"
"GEN24_1093244","Yes","I did not receive any information"
"GEN24_1093245","Yes","I did not receive any information"
"GEN24_1093247","Yes","Before arriving in New Zealand"
"GEN24_1093260","Yes","Before arriving in New Zealand"
"GEN24_1093262","Yes","While in New Zealand"
"GEN24_1093263","Yes","While in New Zealand"
"GEN24_1093264","Yes","I did not receive any information"
"GEN24_1093274","Yes","I did not receive any information"
"GEN24_1093279","Yes","I did not receive any information"
"GEN24_1093285","Yes","Before arriving in New Zealand"
"GEN24_1093287","No",NA
"GEN24_1093288","Yes","Before arriving in New Zealand"
"GEN24_1093299","No",NA
"GEN24_1093303","No",NA
"GEN24_1093306","Yes","While in New Zealand"
"GEN24_1093320","Yes","While in New Zealand"
"GEN24_1093331","Yes","I did not receive any information"
"GEN24_1093336","No",NA
"GEN24_1093338","Yes","Before arriving in New Zealand"
"GEN24_1093343","Yes","While in New Zealand"
"GEN24_1093359","No",NA
"GEN24_1093377","No",NA
"GEN24_1093384","Yes","Before arriving in New Zealand"
"GEN24_1093386","Yes","While in New Zealand"
"GEN24_1093387","Yes","I did not receive any information"
"GEN24_1093390","Yes","I did not receive any information"
"GEN24_1093392","Yes","I did not receive any information"
"GEN24_1093395","Yes","I did not receive any information"
