response_id,environment_availability_of_public_facilities_toilets_rubbish_bins_etc,environment_feeling_of_safety,environment_feeling_welcomed,environment_natural_scenery_wilderness,environment_protection_of_natural_resources,environment_protection_of_wildlife_whales_penguins_albatross_kiwi_etc,environment_quality_of_drinking_water,environment_quality_of_flowing_water_rivers_streams_sea,environment_quality_of_the_air
GEN24_29485,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_29493,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29497,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29499,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29501,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29505,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29507,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29518,2 - Poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,2 - Poor,4 - Good,4 - Good
GEN24_29555,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29563,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_29565,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29566,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29577,2 - Poor,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29581,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29586,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29588,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_29605,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29607,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29622,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29625,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,NA,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29637,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29639,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_29641,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29642,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29658,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29660,1 - Very Poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_29677,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29685,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_29686,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_29687,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_29695,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_29697,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29700,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29701,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29702,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29703,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29718,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29722,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29726,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29749,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29751,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29756,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29759,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,NA,4 - Good,5 - Very Good,4 - Good
GEN24_29764,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good
GEN24_29765,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29772,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_29774,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29776,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29795,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29819,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29823,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29827,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_29830,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29840,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29845,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_29859,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29869,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29873,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29875,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29886,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,NA,5 - Very Good
GEN24_29892,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29907,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29909,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor
GEN24_29918,4 - Good,5 - Very Good,4 - Good,NA,NA,NA,4 - Good,NA,4 - Good
GEN24_29928,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29933,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29935,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_29951,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_29964,2 - Poor,3 - Neither good nor poor,2 - Poor,4 - Good,4 - Good,4 - Good,1 - Very Poor,4 - Good,4 - Good
GEN24_29977,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_29982,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_29983,4 - Good,4 - Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_30003,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30005,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30011,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30020,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30038,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_30049,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30051,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_30059,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor
GEN24_30060,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30065,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30069,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_30070,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor
GEN24_30083,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_30087,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30088,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30091,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good
GEN24_30096,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30099,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30107,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30130,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_30144,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30150,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30152,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30156,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30184,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30193,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_30199,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30204,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_30219,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30224,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_30228,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30246,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_30248,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30257,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30266,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30269,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30274,2 - Poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30295,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,2 - Poor,4 - Good,5 - Very Good
GEN24_30296,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30307,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30308,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30314,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_30319,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30330,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30331,3 - Neither good nor poor,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_30334,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,2 - Poor,5 - Very Good,4 - Good
GEN24_30338,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30346,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_30347,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_30348,4 - Good,1 - Very Poor,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30352,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30354,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30371,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,2 - Poor,4 - Good,5 - Very Good
GEN24_30375,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_30376,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_30382,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30385,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30398,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_30405,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30425,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30429,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_30432,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30433,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30437,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_30438,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_30439,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30464,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_30465,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30475,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor
GEN24_30478,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30488,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_30489,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30500,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good,NA,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_30505,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30511,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_30515,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30516,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30518,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_30533,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good
GEN24_30535,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_30537,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30541,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,NA,5 - Very Good
GEN24_30542,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30547,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30550,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30584,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_30594,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,NA,4 - Good,2 - Poor,4 - Good
GEN24_30610,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30615,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_30624,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30640,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30646,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30655,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30661,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,1 - Very Poor,4 - Good,4 - Good
GEN24_30669,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_30678,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,5 - Very Good,NA,4 - Good,5 - Very Good,NA,4 - Good
GEN24_30711,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_30717,2 - Poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_30720,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
